Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyRate,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,NumCompaniesWorked_log,YearsInCurrentRole_log,YearsWithCurrManager_log,YearsAtCompany_log,MonthlyIncome_log,StockOptionLevel_log,TrainingTimesLastYear_sqrt,PerformanceRating_sqrt,YearsSinceLastPromotion_sqrt,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
31.0,0,1,853.0,1.0,1.0,1.0,1011.0,3.0,0,96.0,3.0,2.0,1.0,1,11275.0,0,0,12.0,3.0,80.0,4.0,3.0,0.6931471805599453,1.3862943611198906,1.3862943611198906,1.6094379124341003,8.330622620332868,0.6931471805599453,1.0,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18.0,0,0,287.0,5.0,2.0,1.0,1012.0,2.0,1,73.0,3.0,1.0,4.0,2,13493.0,0,0,15.0,4.0,80.0,1.0,3.0,0.6931471805599453,0.0,0.0,0.0,7.228649665640015,0.0,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54.0,0,2,1441.0,17.0,3.0,1.0,1013.0,3.0,0,56.0,3.0,3.0,3.0,1,13943.0,0,0,11.0,3.0,80.0,22.0,3.0,2.1972245773362196,2.0794415416798357,2.1972245773362196,2.3978952727983707,9.281730368062856,0.6931471805599453,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35.0,0,2,583.0,25.0,4.0,1.0,1014.0,3.0,0,57.0,3.0,3.0,3.0,0,6975.0,0,1,11.0,3.0,80.0,16.0,2.0,0.6931471805599453,2.3978952727983707,0.6931471805599453,2.833213344056216,9.248502833070532,0.6931471805599453,1.7320508075688772,1.7320508075688772,3.1622776601683795,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30.0,0,2,153.0,8.0,2.0,1.0,1015.0,2.0,0,73.0,4.0,3.0,1.0,1,17802.0,0,1,12.0,3.0,80.0,9.0,2.0,0.0,2.0794415416798357,2.0794415416798357,2.1972245773362196,9.342858751676328,1.3862943611198906,2.0,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20.0,1,2,1097.0,11.0,3.0,1.0,1016.0,4.0,0,98.0,2.0,1.0,1.0,2,18275.0,0,1,15.0,1.0,80.0,1.0,3.0,0.6931471805599453,0.0,0.0,0.6931471805599453,7.8636512654486515,0.0,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30.0,1,1,109.0,5.0,3.0,1.0,1017.0,2.0,0,60.0,3.0,1.0,2.0,2,25725.0,0,0,17.0,1.0,80.0,4.0,3.0,0.0,1.0986122886681096,1.0986122886681096,1.3862943611198906,7.792761720816526,0.0,1.7320508075688772,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26.0,0,2,1066.0,2.0,2.0,1.0,1018.0,4.0,1,32.0,4.0,2.0,4.0,1,3334.0,0,0,12.0,2.0,80.0,8.0,3.0,0.6931471805599453,2.0794415416798357,1.3862943611198906,2.1972245773362196,8.607582191143917,0.0,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,0,2,217.0,8.0,1.0,1.0,1019.0,2.0,1,94.0,1.0,1.0,1.0,1,6881.0,0,0,15.0,1.0,80.0,4.0,2.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.6094379124341003,7.804659297056102,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
48.0,0,2,277.0,6.0,3.0,1.0,1022.0,1.0,1,97.0,2.0,2.0,3.0,2,13119.0,0,0,13.0,4.0,80.0,19.0,3.0,1.0986122886681096,1.0986122886681096,1.0986122886681096,1.0986122886681096,8.352554369474591,0.0,0.0,1.7320508075688772,1.4142135623730951,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
48.0,0,2,1355.0,4.0,4.0,1.0,1024.0,3.0,1,78.0,2.0,3.0,3.0,2,22245.0,0,0,14.0,2.0,80.0,27.0,3.0,2.0794415416798357,2.4849066497880004,2.1972245773362196,2.772588722239781,9.305650551780507,0.0,1.7320508075688772,1.7320508075688772,2.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
41.0,0,2,549.0,7.0,2.0,1.0,1025.0,4.0,0,42.0,3.0,2.0,3.0,2,23371.0,0,0,14.0,2.0,80.0,8.0,3.0,1.9459101490553132,1.0986122886681096,0.6931471805599453,1.0986122886681096,8.517992871586802,0.0,2.449489742783178,1.7320508075688772,1.4142135623730951,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
39.0,0,2,466.0,1.0,1.0,1.0,1026.0,4.0,0,65.0,2.0,4.0,4.0,1,7060.0,0,0,16.0,3.0,80.0,21.0,3.0,0.6931471805599453,1.9459101490553132,2.1972245773362196,3.091042453358316,9.452737380212278,0.6931471805599453,1.7320508075688772,1.7320508075688772,3.3166247903554,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
27.0,0,2,1055.0,2.0,4.0,1.0,1027.0,1.0,0,47.0,3.0,2.0,4.0,1,4658.0,0,0,18.0,2.0,80.0,4.0,3.0,0.0,1.0986122886681096,1.0986122886681096,1.3862943611198906,8.349484346990128,0.6931471805599453,1.4142135623730951,1.7320508075688772,1.4142135623730951,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35.0,0,2,802.0,10.0,3.0,1.0,1028.0,2.0,1,45.0,3.0,1.0,4.0,0,9541.0,0,0,20.0,1.0,80.0,3.0,2.0,0.6931471805599453,1.0986122886681096,1.0986122886681096,1.3862943611198906,8.273336598504486,0.6931471805599453,2.0,2.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
42.0,0,2,265.0,5.0,2.0,1.0,1029.0,4.0,1,90.0,3.0,5.0,3.0,1,7770.0,0,0,13.0,2.0,80.0,21.0,4.0,1.9459101490553132,0.0,0.0,0.6931471805599453,9.814874894179525,0.0,1.7320508075688772,1.7320508075688772,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50.0,0,2,804.0,9.0,3.0,1.0,1030.0,1.0,1,64.0,3.0,1.0,4.0,1,20165.0,0,0,18.0,2.0,80.0,8.0,3.0,1.6094379124341003,0.0,0.0,0.6931471805599453,7.7752758464868625,0.0,2.23606797749979,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59.0,0,2,715.0,2.0,3.0,1.0,1032.0,3.0,0,69.0,2.0,4.0,4.0,2,21829.0,0,1,13.0,1.0,80.0,30.0,3.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.791759469228055,9.52711997525166,0.0,2.0,1.7320508075688772,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37.0,1,2,1141.0,11.0,2.0,1.0,1033.0,1.0,0,61.0,1.0,2.0,2.0,1,14382.0,0,0,15.0,1.0,80.0,15.0,1.0,1.791759469228055,0.0,0.0,0.6931471805599453,8.471777327885755,0.0,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
55.0,0,1,135.0,18.0,4.0,1.0,1034.0,3.0,1,62.0,3.0,2.0,2.0,1,12992.0,0,1,14.0,4.0,80.0,17.0,3.0,1.3862943611198906,2.0794415416798357,2.0794415416798357,2.1972245773362196,8.761863373274727,1.0986122886681096,1.7320508075688772,1.7320508075688772,2.449489742783178,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
41.0,0,0,247.0,7.0,1.0,1.0,1035.0,2.0,0,55.0,1.0,5.0,3.0,0,20284.0,0,0,22.0,2.0,80.0,21.0,3.0,0.6931471805599453,2.833213344056216,2.3978952727983707,3.091042453358316,9.884684885113385,1.0986122886681096,1.7320508075688772,2.0,2.23606797749979,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38.0,0,2,1035.0,3.0,4.0,1.0,1036.0,2.0,1,42.0,3.0,2.0,4.0,2,4981.0,0,1,12.0,3.0,80.0,19.0,3.0,2.1972245773362196,0.0,0.0,0.6931471805599453,8.833754223418396,0.0,1.0,1.7320508075688772,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26.0,1,0,265.0,29.0,2.0,1.0,1037.0,2.0,1,79.0,1.0,2.0,1.0,2,21813.0,0,0,18.0,4.0,80.0,7.0,3.0,2.1972245773362196,1.0986122886681096,1.0986122886681096,1.0986122886681096,8.511175119090675,0.0,2.449489742783178,1.7320508075688772,1.4142135623730951,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52.0,1,2,266.0,2.0,1.0,1.0,1038.0,1.0,0,57.0,1.0,5.0,4.0,1,25846.0,0,0,15.0,4.0,80.0,33.0,3.0,0.6931471805599453,2.70805020110221,2.302585092994046,3.4657359027997265,9.884684885113385,0.6931471805599453,1.7320508075688772,1.7320508075688772,2.449489742783178,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44.0,0,2,1448.0,28.0,3.0,1.0,1039.0,4.0,0,53.0,4.0,4.0,4.0,1,11737.0,0,1,18.0,3.0,80.0,23.0,3.0,1.3862943611198906,2.4849066497880004,2.4849066497880004,2.5649493574615367,9.497097016351463,0.6931471805599453,1.4142135623730951,1.7320508075688772,3.3166247903554,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
50.0,0,0,145.0,1.0,3.0,1.0,1040.0,4.0,0,95.0,3.0,2.0,3.0,1,24920.0,0,0,12.0,1.0,80.0,19.0,3.0,0.0,2.0794415416798357,2.639057329615259,2.9444389791664403,8.7558950816463,0.6931471805599453,1.7320508075688772,1.7320508075688772,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36.0,1,2,885.0,16.0,4.0,1.0,1042.0,3.0,0,43.0,4.0,1.0,1.0,2,8269.0,0,0,16.0,3.0,80.0,18.0,3.0,0.6931471805599453,2.639057329615259,2.70805020110221,2.8903717578961645,7.917171988845776,0.0,1.0,1.7320508075688772,3.605551275463989,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39.0,0,1,945.0,22.0,3.0,1.0,1043.0,4.0,0,82.0,3.0,3.0,1.0,2,5083.0,0,1,13.0,3.0,80.0,21.0,3.0,0.6931471805599453,1.9459101490553132,2.1972245773362196,3.091042453358316,9.294773427951013,0.0,1.4142135623730951,1.7320508075688772,1.4142135623730951,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
33.0,0,0,1038.0,8.0,1.0,1.0,1044.0,2.0,0,88.0,2.0,1.0,4.0,2,21437.0,0,0,19.0,4.0,80.0,3.0,2.0,0.0,1.0986122886681096,1.0986122886681096,1.0986122886681096,7.759187438507795,0.0,1.4142135623730951,1.7320508075688772,1.4142135623730951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45.0,0,2,1234.0,11.0,2.0,1.0,1045.0,4.0,0,90.0,3.0,4.0,4.0,1,5404.0,0,0,13.0,2.0,80.0,26.0,4.0,1.3862943611198906,1.3862943611198906,0.6931471805599453,2.302585092994046,9.77854771798028,0.6931471805599453,2.0,1.7320508075688772,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
32.0,0,0,1109.0,29.0,4.0,1.0,1046.0,4.0,0,69.0,3.0,1.0,3.0,2,11135.0,0,0,12.0,2.0,80.0,10.0,3.0,2.302585092994046,2.0794415416798357,2.0794415416798357,2.1972245773362196,8.300528606199737,0.0,1.4142135623730951,1.7320508075688772,2.6457513110645907,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
34.0,0,2,216.0,1.0,4.0,1.0,1047.0,2.0,1,75.0,4.0,2.0,4.0,0,12278.0,0,0,11.0,4.0,80.0,16.0,2.0,0.0,0.6931471805599453,2.302585092994046,2.772588722239781,9.182557990963732,0.6931471805599453,1.4142135623730951,1.7320508075688772,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
59.0,0,2,1089.0,1.0,2.0,1.0,1048.0,2.0,1,66.0,3.0,3.0,4.0,1,11038.0,0,1,14.0,3.0,80.0,14.0,1.0,1.3862943611198906,1.6094379124341003,1.6094379124341003,1.9459101490553132,9.384713758920963,0.6931471805599453,1.0,1.7320508075688772,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
45.0,0,2,788.0,24.0,4.0,1.0,1049.0,2.0,1,36.0,3.0,1.0,2.0,2,8318.0,0,0,16.0,1.0,80.0,6.0,3.0,0.6931471805599453,1.3862943611198906,1.6094379124341003,1.9459101490553132,7.686162303492906,0.0,1.7320508075688772,1.7320508075688772,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
53.0,0,1,124.0,2.0,3.0,1.0,1050.0,3.0,0,38.0,2.0,3.0,2.0,1,23537.0,0,0,12.0,1.0,80.0,30.0,3.0,1.0986122886681096,2.0794415416798357,2.5649493574615367,2.772588722239781,8.926118971153382,0.6931471805599453,1.4142135623730951,1.7320508075688772,2.449489742783178,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36.0,1,2,660.0,15.0,3.0,1.0,1052.0,1.0,1,81.0,3.0,2.0,3.0,0,7858.0,0,0,14.0,2.0,80.0,9.0,2.0,2.0794415416798357,0.0,0.0,0.6931471805599453,8.483636407887396,0.6931471805599453,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
26.0,1,1,342.0,2.0,3.0,1.0,1053.0,1.0,1,57.0,3.0,1.0,1.0,1,15346.0,0,1,14.0,2.0,80.0,6.0,3.0,1.9459101490553132,1.0986122886681096,1.0986122886681096,1.3862943611198906,7.622174594817622,0.6931471805599453,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34.0,0,2,1333.0,10.0,4.0,1.0,1055.0,3.0,0,87.0,3.0,1.0,3.0,1,18410.0,0,1,19.0,4.0,80.0,1.0,3.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,7.7057128238944275,0.6931471805599453,1.4142135623730951,1.7320508075688772,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28.0,0,2,1144.0,10.0,1.0,1.0,1056.0,4.0,1,74.0,3.0,1.0,2.0,1,23384.0,0,0,22.0,2.0,80.0,1.0,3.0,0.6931471805599453,0.0,0.0,0.6931471805599453,7.228649665640015,0.0,2.23606797749979,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38.0,0,1,1186.0,3.0,4.0,1.0,1060.0,3.0,1,44.0,3.0,1.0,3.0,1,2997.0,0,0,16.0,1.0,80.0,8.0,3.0,1.3862943611198906,1.0986122886681096,1.0986122886681096,1.0986122886681096,7.945201132412759,0.6931471805599453,1.4142135623730951,1.7320508075688772,1.4142135623730951,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50.0,0,2,1464.0,2.0,4.0,1.0,1061.0,2.0,1,62.0,3.0,5.0,3.0,1,12853.0,0,1,11.0,4.0,80.0,29.0,2.0,1.0986122886681096,0.6931471805599453,2.0794415416798357,2.1972245773362196,9.86464276871256,0.6931471805599453,1.4142135623730951,1.7320508075688772,2.6457513110645907,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
37.0,0,2,124.0,3.0,3.0,1.0,1062.0,4.0,0,35.0,3.0,2.0,2.0,2,13848.0,0,0,15.0,1.0,80.0,8.0,2.0,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.6094379124341003,8.32069157104845,0.0,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
40.0,0,2,300.0,26.0,3.0,1.0,1066.0,3.0,1,74.0,3.0,2.0,1.0,1,22217.0,0,0,14.0,2.0,80.0,8.0,2.0,0.6931471805599453,2.0794415416798357,1.791759469228055,2.0794415416798357,9.035629778183564,0.6931471805599453,1.7320508075688772,1.7320508075688772,2.6457513110645907,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
26.0,0,1,921.0,1.0,1.0,1.0,1068.0,1.0,0,66.0,2.0,1.0,3.0,0,25265.0,0,0,13.0,3.0,80.0,5.0,3.0,0.6931471805599453,1.3862943611198906,1.3862943611198906,1.791759469228055,7.60489448081162,1.0986122886681096,2.23606797749979,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46.0,0,2,430.0,1.0,4.0,1.0,1069.0,4.0,1,40.0,3.0,5.0,4.0,0,21445.0,0,0,17.0,4.0,80.0,23.0,3.0,2.302585092994046,1.0986122886681096,1.0986122886681096,1.0986122886681096,9.884684885113385,1.0986122886681096,0.0,1.7320508075688772,1.4142135623730951,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
54.0,0,2,1082.0,2.0,4.0,1.0,1070.0,3.0,0,41.0,2.0,3.0,3.0,1,8392.0,0,0,11.0,2.0,80.0,13.0,3.0,1.9459101490553132,1.6094379124341003,0.0,2.302585092994046,9.276783328524896,0.6931471805599453,2.0,1.7320508075688772,2.6457513110645907,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
56.0,0,1,1240.0,9.0,3.0,1.0,1071.0,1.0,0,63.0,3.0,1.0,3.0,1,12154.0,0,0,19.0,2.0,80.0,18.0,3.0,1.0986122886681096,1.6094379124341003,1.3862943611198906,1.791759469228055,7.987184748233473,0.6931471805599453,2.0,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36.0,0,2,796.0,12.0,5.0,1.0,1073.0,4.0,0,51.0,2.0,3.0,4.0,2,15669.0,0,0,11.0,2.0,80.0,15.0,2.0,0.0,2.1972245773362196,2.1972245773362196,2.70805020110221,9.089189170412032,0.0,1.4142135623730951,1.7320508075688772,2.6457513110645907,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
55.0,0,0,444.0,2.0,1.0,1.0,1074.0,3.0,1,40.0,2.0,4.0,1.0,2,17323.0,0,0,15.0,2.0,80.0,31.0,4.0,2.0794415416798357,2.0794415416798357,1.0986122886681096,2.302585092994046,9.726571360400724,0.0,1.7320508075688772,1.7320508075688772,2.449489742783178,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43.0,0,2,415.0,25.0,3.0,1.0,1076.0,3.0,1,79.0,2.0,3.0,4.0,0,5268.0,0,0,13.0,3.0,80.0,18.0,3.0,1.791759469228055,0.0,0.0,0.6931471805599453,9.28720881623276,0.6931471805599453,2.23606797749979,1.7320508075688772,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20.0,1,1,769.0,9.0,3.0,1.0,1077.0,4.0,0,54.0,3.0,1.0,4.0,2,17205.0,0,1,14.0,2.0,80.0,2.0,3.0,0.6931471805599453,1.0986122886681096,1.0986122886681096,1.0986122886681096,7.751045117971802,0.0,1.7320508075688772,1.7320508075688772,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21.0,1,2,1334.0,10.0,3.0,1.0,1079.0,3.0,0,36.0,2.0,1.0,1.0,2,17258.0,0,0,13.0,1.0,80.0,1.0,2.0,0.6931471805599453,0.0,0.0,0.6931471805599453,7.256297239690681,0.0,2.449489742783178,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,0,2,1003.0,8.0,4.0,1.0,1080.0,4.0,0,74.0,2.0,2.0,1.0,0,21029.0,0,1,23.0,1.0,80.0,19.0,3.0,2.1972245773362196,2.639057329615259,2.0794415416798357,2.833213344056216,8.437283808187935,1.3862943611198906,1.4142135623730951,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
51.0,1,2,1323.0,4.0,4.0,1.0,1081.0,1.0,1,34.0,3.0,1.0,3.0,1,10332.0,0,1,12.0,3.0,80.0,18.0,4.0,2.302585092994046,0.0,2.0794415416798357,2.3978952727983707,7.808729306744399,1.3862943611198906,1.4142135623730951,1.7320508075688772,1.4142135623730951,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28.0,1,0,1366.0,24.0,2.0,1.0,1082.0,2.0,1,72.0,2.0,3.0,1.0,2,12355.0,0,0,12.0,1.0,80.0,10.0,2.0,0.6931471805599453,2.0794415416798357,2.302585092994046,2.3978952727983707,9.07371849443322,0.0,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
26.0,0,2,192.0,1.0,2.0,1.0,1083.0,1.0,1,59.0,2.0,1.0,1.0,1,11141.0,0,0,16.0,1.0,80.0,6.0,3.0,0.6931471805599453,1.3862943611198906,1.3862943611198906,1.791759469228055,8.282988692742602,1.0986122886681096,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30.0,0,2,1176.0,20.0,3.0,1.0,1084.0,3.0,1,85.0,3.0,2.0,1.0,1,9096.0,0,0,15.0,3.0,80.0,7.0,2.0,0.0,1.0986122886681096,1.0986122886681096,1.9459101490553132,9.206131527202128,0.6931471805599453,1.0,1.7320508075688772,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
41.0,0,2,509.0,7.0,2.0,1.0,1085.0,2.0,0,43.0,4.0,1.0,3.0,1,18863.0,0,0,13.0,3.0,80.0,10.0,3.0,0.6931471805599453,1.9459101490553132,2.1972245773362196,2.3978952727983707,8.124743020385568,0.0,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38.0,0,2,330.0,17.0,1.0,1.0,1088.0,3.0,0,65.0,2.0,3.0,3.0,1,24608.0,0,0,18.0,1.0,80.0,20.0,2.0,0.0,2.302585092994046,2.302585092994046,2.995732273553991,9.085230560933338,0.6931471805599453,2.0,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,0,2,1492.0,20.0,4.0,1.0,1092.0,1.0,1,61.0,3.0,3.0,4.0,1,26542.0,0,0,20.0,4.0,80.0,14.0,3.0,1.6094379124341003,2.3978952727983707,0.6931471805599453,2.4849066497880004,9.24212969446559,0.6931471805599453,2.449489742783178,2.0,3.3166247903554,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
27.0,0,0,1277.0,8.0,5.0,1.0,1094.0,1.0,1,87.0,1.0,1.0,3.0,1,5869.0,0,0,19.0,4.0,80.0,3.0,3.0,0.6931471805599453,1.0986122886681096,1.0986122886681096,1.3862943611198906,8.438582790834326,1.3862943611198906,2.0,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55.0,0,1,1091.0,2.0,1.0,1.0,1096.0,4.0,1,65.0,3.0,3.0,2.0,1,15813.0,0,0,18.0,2.0,80.0,23.0,3.0,1.3862943611198906,1.0986122886681096,1.0986122886681096,1.3862943611198906,9.303557453687317,0.6931471805599453,2.0,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28.0,0,2,857.0,10.0,3.0,1.0,1097.0,3.0,0,59.0,3.0,2.0,3.0,2,7909.0,0,0,13.0,4.0,80.0,10.0,4.0,1.3862943611198906,2.0794415416798357,2.0794415416798357,2.1972245773362196,8.205491613120236,0.0,2.0,1.7320508075688772,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44.0,1,2,1376.0,1.0,2.0,1.0,1098.0,2.0,1,91.0,2.0,3.0,1.0,1,2326.0,0,0,14.0,4.0,80.0,24.0,3.0,2.302585092994046,1.9459101490553132,1.9459101490553132,3.044522437723423,9.257510176452573,0.6931471805599453,1.0,1.7320508075688772,1.7320508075688772,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
33.0,0,2,654.0,5.0,3.0,1.0,1099.0,4.0,1,34.0,2.0,3.0,4.0,0,21214.0,0,0,15.0,3.0,80.0,9.0,3.0,1.6094379124341003,1.0986122886681096,1.0986122886681096,1.3862943611198906,8.87066300440602,0.6931471805599453,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35.0,1,2,1204.0,4.0,3.0,1.0,1100.0,4.0,1,86.0,3.0,3.0,1.0,2,10333.0,0,1,22.0,1.0,80.0,9.0,3.0,0.0,2.0794415416798357,2.0794415416798357,2.1972245773362196,9.167745974343763,0.0,1.4142135623730951,2.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33.0,1,1,827.0,29.0,4.0,1.0,1101.0,1.0,0,54.0,2.0,2.0,3.0,2,3129.0,0,0,22.0,2.0,80.0,14.0,3.0,0.6931471805599453,2.0794415416798357,2.1972245773362196,2.639057329615259,8.413830678421084,0.0,2.0,2.0,1.7320508075688772,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28.0,0,2,895.0,15.0,2.0,1.0,1102.0,1.0,1,50.0,3.0,1.0,3.0,0,22482.0,0,0,16.0,4.0,80.0,4.0,2.0,0.6931471805599453,1.0986122886681096,1.0986122886681096,1.6094379124341003,7.699842407396986,0.6931471805599453,2.23606797749979,1.7320508075688772,1.4142135623730951,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34.0,0,1,618.0,3.0,1.0,1.0,1103.0,1.0,1,45.0,3.0,2.0,4.0,2,22266.0,0,0,17.0,3.0,80.0,7.0,2.0,0.0,1.0986122886681096,1.6094379124341003,1.9459101490553132,8.956350940490871,0.0,1.0,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37.0,0,2,309.0,10.0,4.0,1.0,1105.0,4.0,0,88.0,2.0,2.0,4.0,0,24223.0,0,1,14.0,3.0,80.0,8.0,3.0,1.0986122886681096,0.0,0.0,0.6931471805599453,8.809116258125274,1.3862943611198906,2.23606797749979,1.7320508075688772,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25.0,1,2,1219.0,4.0,1.0,1.0,1106.0,4.0,1,32.0,3.0,1.0,4.0,1,4605.0,0,1,15.0,2.0,80.0,7.0,4.0,0.6931471805599453,2.0794415416798357,1.9459101490553132,2.0794415416798357,8.213923595622743,0.6931471805599453,1.7320508075688772,1.7320508075688772,2.23606797749979,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
